2025-10-11T01:56:34.579Z,2170,2090,2664

2025-10-11T01:56:34.894Z,2170,2089,2666

2025-10-11T01:56:35.508Z,2169,2091,2666

2025-10-11T01:56:35.814Z,2170,2089,2664

2025-10-11T01:56:36.309Z,2171,2091,2656

2025-10-11T01:56:36.633Z,2168,2091,2667

2025-10-11T01:56:37.261Z,2168,2091,2664

2025-10-11T01:56:37.750Z,2170,2094,2667

2025-10-11T01:56:38.171Z,2169,2088,2663

2025-10-11T01:56:38.685Z,2169,2093,2665

2025-10-11T01:56:39.223Z,2140,1978,2633

2025-10-11T01:56:39.695Z,2409,2285,2653

2025-10-11T01:56:40.423Z,2523,2347,2602

2025-10-11T01:56:40.731Z,2416,2218,2655

2025-10-11T01:56:41.345Z,2156,2199,2663

2025-10-11T01:56:41.707Z,2125,2090,2664

2025-10-11T01:56:42.173Z,2187,2076,2664

2025-10-11T01:56:42.880Z,2185,2075,2665

2025-10-11T01:56:43.300Z,2186,2075,2656

2025-10-11T01:56:43.709Z,2169,2063,2655

2025-10-11T01:56:44.321Z,2184,2074,2664

2025-10-11T01:56:44.724Z,2186,2073,2663

2025-10-11T01:56:45.281Z,2185,2072,2664

2025-10-11T01:56:45.646Z,2175,2064,2654

2025-10-11T01:56:46.131Z,2175,2064,2656

2025-10-11T01:56:46.758Z,2185,2075,2665

2025-10-11T01:56:47.285Z,2185,2064,2655

2025-10-11T01:56:47.697Z,2185,2064,2655

2025-10-11T01:56:48.419Z,2173,2063,2664

2025-10-11T01:56:48.710Z,2184,2063,2656

2025-10-11T01:56:49.274Z,2184,2064,2655

2025-10-11T01:56:49.745Z,2176,2064,2668

2025-10-11T01:56:50.772Z,2169,2073,2682

2025-10-11T01:56:51.074Z,2183,2064,2654

2025-10-11T01:56:51.484Z,2183,2064,2655

2025-10-11T01:56:51.798Z,2174,2073,2664

2025-10-11T01:56:52.154Z,2186,2072,2653

2025-10-11T01:56:52.818Z,2175,2073,2665

2025-10-11T01:56:53.152Z,2200,2063,2622

2025-10-11T01:56:53.942Z,2173,2073,2664

2025-10-11T01:56:54.248Z,2176,2074,2655

2025-10-11T01:56:54.660Z,2174,2074,2652

2025-10-11T01:56:55.346Z,2183,2061,2664

2025-10-11T01:56:55.669Z,2064,2138,2687

2025-10-11T01:56:56.159Z,2008,2008,2574

2025-10-11T01:56:56.706Z,2127,2139,2813

2025-10-11T01:56:57.435Z,1901,2043,2702

2025-10-11T01:56:57.832Z,2094,2104,2624

2025-10-11T01:56:58.343Z,1993,2188,2749

2025-10-11T01:56:59.265Z,2347,2188,2697

2025-10-11T01:56:59.428Z,2168,2202,2687

2025-10-11T01:56:59.675Z,2237,2174,2664

2025-10-11T01:57:00.446Z,2170,2173,2744

2025-10-11T01:57:00.670Z,2335,2251,2651

2025-10-11T01:57:01.412Z,2346,2184,2728

2025-10-11T01:57:01.928Z,2208,2126,2665

2025-10-11T01:57:02.238Z,2156,2106,2666

2025-10-11T01:57:02.743Z,2250,2108,2683

2025-10-11T01:57:03.361Z,2232,2107,2715

2025-10-11T01:57:03.763Z,2269,2089,2666

2025-10-11T01:57:04.386Z,2199,2136,2652

2025-10-11T01:57:04.691Z,2183,2112,2667

2025-10-11T01:57:05.309Z,2186,2108,2671

2025-10-11T01:57:05.782Z,2186,2110,2669

2025-10-11T01:57:06.331Z,2184,2110,2668

2025-10-11T01:57:06.789Z,2174,2108,2678

2025-10-11T01:57:07.255Z,2186,2109,2668

2025-10-11T01:57:07.694Z,2185,2108,2669

2025-10-11T01:57:08.276Z,2182,2108,2669

2025-10-11T01:57:08.760Z,2185,2110,2670

2025-10-11T01:57:09.197Z,2184,2109,2666

2025-10-11T01:57:09.743Z,2184,2109,2667

2025-10-11T01:57:10.426Z,2183,2108,2667

2025-10-11T01:57:11.050Z,2184,2107,2669

2025-10-11T01:57:11.239Z,2186,2109,2669

2025-10-11T01:57:11.714Z,2185,2107,2668

2025-10-11T01:57:12.273Z,2185,2110,2670

2025-10-11T01:57:12.757Z,2184,2110,2672

2025-10-11T01:57:13.205Z,2175,2110,2669

2025-10-11T01:57:13.701Z,2185,2107,2670

2025-10-11T01:57:14.323Z,2184,2109,2669

2025-10-11T01:57:15.139Z,2185,2108,2668

2025-10-11T01:57:15.445Z,2185,2109,2667

2025-10-11T01:57:15.740Z,2175,2119,2668

2025-10-11T01:57:16.215Z,2176,2108,2667

2025-10-11T01:57:16.725Z,2185,2109,2667

2025-10-11T01:57:17.215Z,2175,2109,2670

2025-10-11T01:57:17.877Z,2184,2108,2670

2025-10-11T01:57:18.210Z,2184,2109,2671

2025-10-11T01:57:18.931Z,2185,2109,2670

2025-10-11T01:57:19.285Z,2175,2109,2668

2025-10-11T01:57:19.891Z,2185,2111,2670

2025-10-11T01:57:20.351Z,2184,2108,2670

2025-10-11T01:57:20.766Z,2190,2104,2671

2025-10-11T01:57:21.488Z,2187,2111,2670

2025-10-11T01:57:21.785Z,2187,2119,2668

2025-10-11T01:57:22.408Z,2183,2110,2668

2025-10-11T01:57:22.728Z,2183,2108,2668

2025-10-11T01:57:23.550Z,2184,2108,2668

2025-10-11T01:57:23.752Z,2184,2109,2668

2025-10-11T01:57:24.239Z,2185,2110,2669

2025-10-11T01:57:25.070Z,2184,2109,2669

2025-10-11T01:57:25.256Z,2186,2107,2670

2025-10-11T01:57:25.768Z,2184,2107,2669

2025-10-11T01:57:26.232Z,2185,2108,2670

2025-10-11T01:57:26.739Z,2185,2118,2668

2025-10-11T01:57:27.238Z,2186,2108,2669

2025-10-11T01:57:27.735Z,2184,2111,2670

2025-10-11T01:57:28.237Z,2184,2110,2669

2025-10-11T01:57:28.743Z,2184,2109,2671

2025-10-11T01:57:29.243Z,2175,2120,2669

2025-10-11T01:57:29.743Z,2183,2111,2668

2025-10-11T01:57:30.245Z,2185,2108,2668

2025-10-11T01:57:30.745Z,2185,2109,2670

2025-10-11T01:57:31.245Z,2183,2110,2670

2025-10-11T01:57:31.748Z,2183,2108,2670

2025-10-11T01:57:32.246Z,2184,2109,2668

2025-10-11T01:57:32.752Z,2185,2108,2668

2025-10-11T01:57:33.254Z,2183,2107,2669

2025-10-11T01:57:33.753Z,2184,2109,2668

2025-10-11T01:57:34.259Z,2184,2109,2668

2025-10-11T01:57:34.756Z,2186,2109,2668

2025-10-11T01:57:35.257Z,2184,2109,2669

2025-10-11T01:57:35.757Z,2183,2110,2669

2025-10-11T01:57:36.507Z,2186,2109,2670

2025-10-11T01:57:36.816Z,2184,2109,2670

2025-10-11T01:57:37.724Z,2186,2109,2679

2025-10-11T01:57:37.802Z,2183,2109,2670

2025-10-11T01:57:38.735Z,2185,2108,2670

2025-10-11T01:57:38.899Z,2185,2110,2670

2025-10-11T01:57:39.304Z,2185,2110,2669

2025-10-11T01:57:39.799Z,2187,2107,2670

2025-10-11T01:57:40.329Z,2186,2108,2668

2025-10-11T01:57:40.873Z,2185,2108,2668

2025-10-11T01:57:41.352Z,2184,2110,2669

2025-10-11T01:57:41.780Z,2184,2111,2669

2025-10-11T01:57:42.581Z,2187,2110,2671

2025-10-11T01:57:42.890Z,2185,2110,2671

2025-10-11T01:57:43.614Z,2186,2108,2670

2025-10-11T01:57:43.782Z,2184,2109,2667

2025-10-11T01:57:44.535Z,2184,2110,2669

2025-10-11T01:57:44.940Z,2185,2110,2670

2025-10-11T01:57:45.842Z,2186,2109,2669

2025-10-11T01:57:46.030Z,2186,2110,2668

2025-10-11T01:57:46.287Z,2185,2110,2670

2025-10-11T01:57:47.069Z,2185,2109,2668

2025-10-11T01:57:47.495Z,2184,2110,2669

2025-10-11T01:57:47.917Z,2184,2109,2669

2025-10-11T01:57:48.390Z,2176,2109,2669

2025-10-11T01:57:48.832Z,2186,2110,2670

2025-10-11T01:57:49.294Z,2174,2110,2670

2025-10-11T01:57:49.794Z,2184,2110,2670

2025-10-11T01:57:50.367Z,2186,2109,2668

2025-10-11T01:57:51.025Z,2187,2112,2669

2025-10-11T01:57:51.440Z,2184,2106,2668

2025-10-11T01:57:51.873Z,2175,2120,2679

2025-10-11T01:57:52.520Z,2175,2095,2668

2025-10-11T01:57:52.923Z,2185,2102,2665

2025-10-11T01:57:53.333Z,2184,2095,2666

2025-10-11T01:57:54.259Z,2169,2109,2666

